Using Python 3.11.7
-5635.113732815746
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.45, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.45, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.45,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.45,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.45,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.45,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.45,  0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.35, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.35, -0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.35, -0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.35, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.35, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.35,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.35,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.35,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.35,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.35,  0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.25, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.25, -0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.25, -0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.25, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.25, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.25,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.25,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.25,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.25,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.25,  0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.15, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.15, -0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.15, -0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.15, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.15, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.15,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.15,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.15,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.15,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.15,  0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.05, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.05, -0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.05, -0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.05, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.05, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.05,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.05,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.05,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.05,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45, -0.05,  0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.05, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.05, -0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.05, -0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.05, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.05, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.05,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.05,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.05,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.05,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.05,  0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.15, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.15, -0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.15, -0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.15, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.15, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.15,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.15,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.15,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.15,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.15,  0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.25, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.25, -0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.25, -0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.25, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.25, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.25,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.25,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.25,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.25,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.25,  0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.35, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.35, -0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.35, -0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.35, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.35, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.35,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.35,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.35,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.35,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.35,  0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.45, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.45, -0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.45, -0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.45, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.45, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.45,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.45,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.45,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.45,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = ( 0.45,  0.45,  0.45) ; (omega_q = 4.478e-04*i)
Internal energy components at T = 10.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0002 eV
-------------------------------
U                 -5564.2828 eV
===============================

Entropy components at T = 10.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0000462 eV/K       0.0005 eV
=================================================

Helmholtz free energy components at T = 10.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2828 eV
 -T*S        -0.0005 eV
-----------------------
    F     -5564.2832 eV
=======================
Internal energy components at T = 20.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0010 eV
-------------------------------
U                 -5564.2820 eV
===============================

Entropy components at T = 20.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0000955 eV/K       0.0019 eV
=================================================

Helmholtz free energy components at T = 20.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2820 eV
 -T*S        -0.0019 eV
-----------------------
    F     -5564.2839 eV
=======================
Internal energy components at T = 30.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0029 eV
-------------------------------
U                 -5564.2801 eV
===============================

Entropy components at T = 30.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0001693 eV/K       0.0051 eV
=================================================

Helmholtz free energy components at T = 30.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2801 eV
 -T*S        -0.0051 eV
-----------------------
    F     -5564.2852 eV
=======================
Internal energy components at T = 40.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0063 eV
-------------------------------
U                 -5564.2767 eV
===============================

Entropy components at T = 40.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0002677 eV/K       0.0107 eV
=================================================

Helmholtz free energy components at T = 40.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2767 eV
 -T*S        -0.0107 eV
-----------------------
    F     -5564.2874 eV
=======================
Internal energy components at T = 50.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0116 eV
-------------------------------
U                 -5564.2714 eV
===============================

Entropy components at T = 50.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0003842 eV/K       0.0192 eV
=================================================

Helmholtz free energy components at T = 50.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2714 eV
 -T*S        -0.0192 eV
-----------------------
    F     -5564.2906 eV
=======================
Internal energy components at T = 60.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0187 eV
-------------------------------
U                 -5564.2643 eV
===============================

Entropy components at T = 60.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0005133 eV/K       0.0308 eV
=================================================

Helmholtz free energy components at T = 60.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2643 eV
 -T*S        -0.0308 eV
-----------------------
    F     -5564.2951 eV
=======================
Internal energy components at T = 70.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0276 eV
-------------------------------
U                 -5564.2554 eV
===============================

Entropy components at T = 70.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0006510 eV/K       0.0456 eV
=================================================

Helmholtz free energy components at T = 70.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2554 eV
 -T*S        -0.0456 eV
-----------------------
    F     -5564.3009 eV
=======================
Internal energy components at T = 80.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0384 eV
-------------------------------
U                 -5564.2446 eV
===============================

Entropy components at T = 80.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0007942 eV/K       0.0635 eV
=================================================

Helmholtz free energy components at T = 80.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2446 eV
 -T*S        -0.0635 eV
-----------------------
    F     -5564.3081 eV
=======================
Internal energy components at T = 90.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0508 eV
-------------------------------
U                 -5564.2322 eV
===============================

Entropy components at T = 90.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0009407 eV/K       0.0847 eV
=================================================

Helmholtz free energy components at T = 90.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2322 eV
 -T*S        -0.0847 eV
-----------------------
    F     -5564.3168 eV
=======================
Internal energy components at T = 100.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0649 eV
-------------------------------
U                 -5564.2181 eV
===============================

Entropy components at T = 100.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0010887 eV/K       0.1089 eV
=================================================

Helmholtz free energy components at T = 100.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2181 eV
 -T*S        -0.1089 eV
-----------------------
    F     -5564.3270 eV
=======================
Internal energy components at T = 110.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0805 eV
-------------------------------
U                 -5564.2025 eV
===============================

Entropy components at T = 110.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0012368 eV/K       0.1360 eV
=================================================

Helmholtz free energy components at T = 110.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.2025 eV
 -T*S        -0.1360 eV
-----------------------
    F     -5564.3386 eV
=======================
Internal energy components at T = 120.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.0974 eV
-------------------------------
U                 -5564.1856 eV
===============================

Entropy components at T = 120.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0013842 eV/K       0.1661 eV
=================================================

Helmholtz free energy components at T = 120.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.1856 eV
 -T*S        -0.1661 eV
-----------------------
    F     -5564.3517 eV
=======================
Internal energy components at T = 130.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.1156 eV
-------------------------------
U                 -5564.1674 eV
===============================

Entropy components at T = 130.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0015301 eV/K       0.1989 eV
=================================================

Helmholtz free energy components at T = 130.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.1674 eV
 -T*S        -0.1989 eV
-----------------------
    F     -5564.3663 eV
=======================
Internal energy components at T = 140.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.1351 eV
-------------------------------
U                 -5564.1479 eV
===============================

Entropy components at T = 140.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0016744 eV/K       0.2344 eV
=================================================

Helmholtz free energy components at T = 140.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.1479 eV
 -T*S        -0.2344 eV
-----------------------
    F     -5564.3823 eV
=======================
Internal energy components at T = 150.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.1558 eV
-------------------------------
U                 -5564.1272 eV
===============================

Entropy components at T = 150.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0018167 eV/K       0.2725 eV
=================================================

Helmholtz free energy components at T = 150.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.1272 eV
 -T*S        -0.2725 eV
-----------------------
    F     -5564.3998 eV
=======================
Internal energy components at T = 160.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.1775 eV
-------------------------------
U                 -5564.1055 eV
===============================

Entropy components at T = 160.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0019570 eV/K       0.3131 eV
=================================================

Helmholtz free energy components at T = 160.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.1055 eV
 -T*S        -0.3131 eV
-----------------------
    F     -5564.4186 eV
=======================
Internal energy components at T = 170.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.2003 eV
-------------------------------
U                 -5564.0827 eV
===============================

Entropy components at T = 170.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0020954 eV/K       0.3562 eV
=================================================

Helmholtz free energy components at T = 170.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.0827 eV
 -T*S        -0.3562 eV
-----------------------
    F     -5564.4389 eV
=======================
Internal energy components at T = 180.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.2242 eV
-------------------------------
U                 -5564.0588 eV
===============================

Entropy components at T = 180.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0022320 eV/K       0.4018 eV
=================================================

Helmholtz free energy components at T = 180.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.0588 eV
 -T*S        -0.4018 eV
-----------------------
    F     -5564.4605 eV
=======================
Internal energy components at T = 190.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.2492 eV
-------------------------------
U                 -5564.0338 eV
===============================

Entropy components at T = 190.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0023667 eV/K       0.4497 eV
=================================================

Helmholtz free energy components at T = 190.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.0338 eV
 -T*S        -0.4497 eV
-----------------------
    F     -5564.4835 eV
=======================
Internal energy components at T = 200.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.2751 eV
-------------------------------
U                 -5564.0079 eV
===============================

Entropy components at T = 200.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0024997 eV/K       0.4999 eV
=================================================

Helmholtz free energy components at T = 200.00 K,
on a per-formula-unit basis:
=======================
    U     -5564.0079 eV
 -T*S        -0.4999 eV
-----------------------
    F     -5564.5079 eV
=======================
Internal energy components at T = 210.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.3020 eV
-------------------------------
U                 -5563.9810 eV
===============================

Entropy components at T = 210.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0026312 eV/K       0.5525 eV
=================================================

Helmholtz free energy components at T = 210.00 K,
on a per-formula-unit basis:
=======================
    U     -5563.9810 eV
 -T*S        -0.5525 eV
-----------------------
    F     -5564.5335 eV
=======================
Internal energy components at T = 220.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.3300 eV
-------------------------------
U                 -5563.9530 eV
===============================

Entropy components at T = 220.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0027611 eV/K       0.6074 eV
=================================================

Helmholtz free energy components at T = 220.00 K,
on a per-formula-unit basis:
=======================
    U     -5563.9530 eV
 -T*S        -0.6074 eV
-----------------------
    F     -5564.5605 eV
=======================
Internal energy components at T = 230.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.3589 eV
-------------------------------
U                 -5563.9241 eV
===============================

Entropy components at T = 230.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0028896 eV/K       0.6646 eV
=================================================

Helmholtz free energy components at T = 230.00 K,
on a per-formula-unit basis:
=======================
    U     -5563.9241 eV
 -T*S        -0.6646 eV
-----------------------
    F     -5564.5887 eV
=======================
Internal energy components at T = 240.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.3888 eV
-------------------------------
U                 -5563.8942 eV
===============================

Entropy components at T = 240.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0030168 eV/K       0.7240 eV
=================================================

Helmholtz free energy components at T = 240.00 K,
on a per-formula-unit basis:
=======================
    U     -5563.8942 eV
 -T*S        -0.7240 eV
-----------------------
    F     -5564.6183 eV
=======================
Internal energy components at T = 250.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.4196 eV
-------------------------------
U                 -5563.8634 eV
===============================

Entropy components at T = 250.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0031426 eV/K       0.7856 eV
=================================================

Helmholtz free energy components at T = 250.00 K,
on a per-formula-unit basis:
=======================
    U     -5563.8634 eV
 -T*S        -0.7856 eV
-----------------------
    F     -5564.6491 eV
=======================
Internal energy components at T = 260.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.4513 eV
-------------------------------
U                 -5563.8317 eV
===============================

Entropy components at T = 260.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0032671 eV/K       0.8495 eV
=================================================

Helmholtz free energy components at T = 260.00 K,
on a per-formula-unit basis:
=======================
    U     -5563.8317 eV
 -T*S        -0.8495 eV
-----------------------
    F     -5564.6811 eV
=======================
Internal energy components at T = 270.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.4840 eV
-------------------------------
U                 -5563.7990 eV
===============================

Entropy components at T = 270.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0033905 eV/K       0.9154 eV
=================================================

Helmholtz free energy components at T = 270.00 K,
on a per-formula-unit basis:
=======================
    U     -5563.7990 eV
 -T*S        -0.9154 eV
-----------------------
    F     -5564.7144 eV
=======================
Internal energy components at T = 280.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.5176 eV
-------------------------------
U                 -5563.7654 eV
===============================

Entropy components at T = 280.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0035126 eV/K       0.9835 eV
=================================================

Helmholtz free energy components at T = 280.00 K,
on a per-formula-unit basis:
=======================
    U     -5563.7654 eV
 -T*S        -0.9835 eV
-----------------------
    F     -5564.7489 eV
=======================
Internal energy components at T = 290.00 K,
on a per-formula-unit basis:
===============================
E_pot             -5573.0316 eV
E_ZPE                 8.7486 eV
E_phonon              0.5521 eV
-------------------------------
U                 -5563.7309 eV
===============================

Entropy components at T = 290.00 K,
on a per-formula-unit basis:
=================================================
                           S               T*S
-------------------------------------------------
S                  0.0036335 eV/K       1.0537 eV
=================================================

Helmholtz free energy components at T = 290.00 K,
on a per-formula-unit basis:
=======================
    U     -5563.7309 eV
 -T*S        -1.0537 eV
-----------------------
    F     -5564.7846 eV
=======================
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45, -0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45, -0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45, -0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45, -0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45,  0.05) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45,  0.15) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45,  0.25) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45,  0.35) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.45,  0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.35, -0.45) ; (omega_q = 4.478e-04*i)
WARNING, 3 imaginary frequencies at q = (-0.45, -0.35, -0.35) ; (omega_q = 4.478e-04*i)
